Gene	5 prime intergenic length	Motif count	Motif positions(plus strand)	Motif positions(minus strand)
PMAA_096950	119	1	-86	
PMAA_076370	1522	4	-319,-1105,-1504	-17
PMAA_043780	2500	6		-361,-393,-961,-1500,-1805,-1917
PMAA_083470	287	2	-207	-179
PMAA_050570	1005	3	-726	-21,-842
PMAA_042810	2175	3	-637,-1915	-1029
PMAA_075300	2500	9	-963,-1451	-399,-493,-506,-1401,-1601,-1623,-1783
PMAA_069960	1456	2	-492	-597
PMAA_055590	684	3	-22	-109,-265
PMAA_010130	271	2	-178	-19
PMAA_080870	654	1		-104
PMAA_010640	2089	7		-279,-488,-536,-614,-945,-998,-1660
PMAA_073220	588	2	-281,-292	
PMAA_009650	694	2	-264	-30
PMAA_041450	269	2	-109	-134
PMAA_005370	319	1		-190
PMAA_014730	1406	2	-189	-594
PMAA_018860	1088	7	-191,-438,-508,-630	-230,-419,-549
PMAA_027980	1898	6	-661,-1207	-147,-1147,-1282,-1710
PMAA_092400	506	3	-53,-114	-73
PMAA_083780	2500	6	-963,-2014,-2408	-78,-2072,-2375
PMAA_016990	2500	12	-839,-1502,-1646,-1946,-1956,-1983,-2056	-48,-84,-725,-1012,-1251
PMAA_062220	914	6	-7,-183,-523,-619,-666	-243
PMAA_067610	2500	7	-39,-2014,-2484	-1209,-1318,-2376,-2393
PMAA_038720	898	7	-6,-683	-126,-225,-495,-816,-822
PMAA_091350	2500	7	-1222,-1480,-1572,-2013,-2021,-2474	-648
PMAA_101990	1631	7	-156,-536,-1199,-1292	-1297,-1433,-1443
PMAA_063930	797	4	-289,-668	-463,-623
PMAA_069500	684	5	-584,-617	-82,-435,-582
PMAA_096370	632	2	-297	-100
PMAA_036610	654	4	-12,-70	-28,-505
PMAA_055140	2500	11	-589,-877,-1726	-168,-290,-1015,-1596,-1607,-2194,-2205,-2400
PMAA_031640	539	3	-198,-434,-466	
PMAA_074310	120	1	-106	
PMAA_016760	716	6	-173,-454,-535	-79,-110,-299
PMAA_062080	138	1	-46	
PMAA_004680	1291	2		-218,-348
PMAA_047800	343	4	-251	-99,-128,-313
PMAA_059320	203	2	-83	-37
PMAA_029910	2500	6	-359,-2071,-2448	-676,-729,-1254
PMAA_082780	469	1		-237
PMAA_045090	465	3	-437	-34,-216
PMAA_054090	819	2	-20	-375
PMAA_055850	1060	1		-222
PMAA_085200	2500	7	-434,-1753,-2466	-154,-217,-1553,-1820
PMAA_055320	214	2	-46	-57
PMAA_011510	135	1	-126	
PMAA_024980	276	2		-15,-213
PMAA_082760	2500	6		-458,-856,-1571,-1581,-1967,-2228
PMAA_065190	340	2	-289	-269
PMAA_040660	112	2	-40,-83	
PMAA_087150	356	4	-27	-29,-140,-202
PMAA_061750	368	1		0
PMAA_045890	650	4	-118,-277	-242,-421
PMAA_017640	1900	5	-1509	-275,-1162,-1639,-1742
PMAA_078680	639	1		-180
PMAA_038320	201	3	-140,-180	-96
PMAA_044760	1608	5	-629	-601,-921,-1053,-1559
PMAA_011770	1522	10	-149,-543,-562,-628,-679	-134,-233,-414,-626,-639
PMAA_063660	449	2	-205,-286	
PMAA_018640	601	3	-331	-355,-511
PMAA_043380	398	5	-171,-179,-318	-126,-302
PMAA_017510	1152	7	-556	-77,-199,-283,-882,-989,-1130
PMAA_018030	824	4	-36,-72,-220	-70
PMAA_032040	1277	3	-101,-1149	-185
PMAA_052490	2500	8	-250,-271,-921,-2123,-2158,-2235	-386,-1837
PMAA_032510	526	4	-26,-104	-339,-485
PMAA_077410	698	3	-44,-409	-432
PMAA_065440	603	3	-490	-146,-477
PMAA_061280	1849	11	-50,-497,-652,-1559,-1658,-1692,-1846	-14,-1273,-1714,-1794
PMAA_079600	351	4	-132,-160,-260	-314
PMAA_066250	403	2	-208,-279	
PMAA_100810	495	1	-373	
PMAA_041910	713	3	-291,-605	-181
PMAA_089000	1350	3	-712	-1097,-1211
PMAA_034910	355	1	-213	
PMAA_008210	1557	8	-138,-759,-765	-100,-878,-983,-1234,-1315
PMAA_034260	1001	6	-78,-386,-491,-628	-318,-338
PMAA_005570	1891	7	-857,-1133,-1169,-1574	-47,-256,-264
PMAA_068360	301	1	-192	
PMAA_088200	1074	3	-102,-926	-891
PMAA_084550	760	1	-704	
PMAA_082920	518	3	-17,-38,-500	
PMAA_042380	322	1		-210
PMAA_045620	1247	6	-437,-558,-613	-425,-740,-1125
PMAA_078020	676	4	-144	-60,-122,-156
PMAA_046540	2500	13	-43,-427,-468,-1456,-1669,-2315	-250,-263,-788,-892,-972,-1123,-1476
PMAA_021800	1263	7	-295,-1168	-55,-113,-151,-992,-1076
PMAA_097770	495	4	-274	-111,-140,-259
PMAA_085470	572	6	-526	-2,-39,-383,-398,-419
PMAA_026290	500	1	-470	
PMAA_086200	2500	6	-419,-835,-2365,-2499	-2306,-2334
PMAA_017910	2178	1	-1938	
PMAA_003710	275	1		-77
PMAA_081000	1605	10	-34,-699,-1003,-1114,-1144,-1245	-181,-219,-676,-836
PMAA_027140	255	1	-204	
PMAA_047230	424	1	-75	
PMAA_013610	381	2	-194	-290
PMAA_095730	989	4	-733	-50,-317,-952
PMAA_002310	2265	6	-451,-1162	-1282,-1601,-1741,-2258
PMAA_016200	552	1		-222
PMAA_005390	199	1	-171	
PMAA_042030	1506	2		-1178,-1346
PMAA_097590	1181	3	-81,-533,-676	
PMAA_064710	862	1		-581
PMAA_046720	762	2		-536,-653
PMAA_060150	1579	2	-1070	-1258
PMAA_060620	2441	12	-48,-765,-773,-799,-1504,-2111,-2152	-1064,-1272,-1463,-1859,-1967
PMAA_013920	258	3	-95	-31,-39
PMAA_079310	1515	7	-270,-1056,-1084,-1158,-1514	-785,-1408
PMAA_100100	324	1	-151	
PMAA_024290	2500	6	-375,-1325,-1494,-1904	-272,-2080
PMAA_002350	517	2	-510	-81
PMAA_064670	1854	12	-445,-545,-1497,-1519	-70,-99,-312,-522,-566,-891,-945,-1547
PMAA_064900	2500	5	-797,-2057,-2397	-1615,-2336
PMAA_089910	1492	7	-128,-1237	-241,-384,-778,-1182,-1345
PMAA_012690	383	2	-215,-235	
PMAA_004440	2108	8	-1798	-70,-296,-392,-446,-818,-935,-1950
PMAA_098210	527	4	-164	-31,-397,-466
PMAA_003630	1164	2	-431,-471	
PMAA_098740	2498	14	-40,-302,-453,-1150,-1426,-1660,-2274,-2323	-148,-620,-1025,-1474,-1939,-2171
PMAA_070020	455	4	-85,-447	-122,-225
PMAA_085520	976	2	-563	-140
PMAA_029220	1861	5	-1451,-1828	-207,-1238,-1759
PMAA_099160	661	4		-157,-258,-327,-520
PMAA_095190	2211	4	-192	-450,-1111,-1445
PMAA_021110	2172	7	-1257,-1560,-1656,-1964,-2105	-835,-1845
PMAA_038110	514	1		-6
PMAA_070280	198	4	-104,-133,-152	-19
PMAA_101050	1397	8	-57,-83,-1123,-1289	-81,-269,-921,-1380
PMAA_085780	290	1	-235	
PMAA_012520	153	2	-38	-78
PMAA_085830	674	5	-202,-240,-494	-280,-377
PMAA_036230	624	4	-223,-578	-100,-207
PMAA_006080	1175	6		-229,-703,-901,-946,-1003,-1017
PMAA_056000	2500	7	-1253,-1361,-1475,-1953,-2395	-2131,-2271
PMAA_057970	293	1	-255	
PMAA_057200	650	1	-224	
PMAA_095990	270	4		-159,-179,-186,-198
PMAA_090740	1393	4	-1209	-147,-544,-567
PMAA_072090	1382	7	-186,-488,-543,-570	-15,-1186,-1241
PMAA_057750	958	8	-33,-246	-65,-228,-395,-415,-760,-879
PMAA_001460	347	4	-40,-121	-98,-263
PMAA_091290	2500	16	-314,-344,-1025,-1231,-2165,-2278	-87,-101,-179,-488,-947,-1147,-1164,-1258,-1338,-2186
PMAA_084300	2004	4	-885	-67,-322,-1967
PMAA_029740	2500	6	-199,-2482	-230,-527,-749,-856
PMAA_080660	726	3	-213,-296,-683	
PMAA_066410	330	4	-104	-77,-117,-204
PMAA_054950	380	1		-89
PMAA_009820	2453	7	-444,-1513,-1587	-240,-522,-1701,-2143
PMAA_000840	867	2	-667	-14
PMAA_043800	2500	7	-296,-847,-2003	-199,-213,-399,-1402
PMAA_030780	1708	8	-160,-291,-743	-179,-225,-366,-506,-1330
PMAA_071670	335	2		-25,-53
PMAA_071920	1607	7	-76,-141,-1502	-159,-1074,-1328,-1574
PMAA_083670	234	2	-195	-60
PMAA_072320	1545	8	-498,-603,-1078,-1249	-715,-726,-1268,-1344
PMAA_077780	564	1		-152
PMAA_035730	175	2	-45	-64
PMAA_001530	2500	7	-671,-1517	-207,-237,-812,-881,-1092
PMAA_045150	2500	9	-676,-878,-1748,-2188	-785,-1171,-1983,-1993,-2278
PMAA_066730	232	2	-42	-142
PMAA_039640	2500	9	-44,-752,-1703,-1882,-2188,-2212	-274,-1866,-1915
PMAA_053690	454	3	-144	-171,-383
PMAA_068950	2500	11	-79,-560,-690,-1168	-156,-694,-704,-878,-952,-1827,-2131
PMAA_009790	874	2	-810	-377
PMAA_086840	1233	7	-635,-864,-955,-1126	-341,-415,-819
PMAA_031430	497	2		-37,-385
PMAA_015430	580	1	-385	
PMAA_102500	226	1	-157	
PMAA_062130	1003	5	-546,-722	-633,-726,-842
PMAA_037820	2500	4	-2063,-2409	-1119,-1917
PMAA_065290	374	4	-189,-224	-37,-327
PMAA_090810	936	3		-408,-469,-601
PMAA_054400	2484	5	-1915	-6,-68,-492,-2415
PMAA_066080	786	4	-644,-784	-545,-735
PMAA_035880	920	4	-49,-868,-918	-368
PMAA_035550	267	1		-161
PMAA_092670	1851	9	-25,-829,-958,-979,-1191,-1580,-1759,-1779	-1308
PMAA_039390	352	1	-350	
PMAA_096740	2500	10	-627,-881,-1633,-1899,-1969,-1996	-585,-651,-1358,-2356
PMAA_070780	750	2		-492,-499
PMAA_025910	1749	4	-799,-1406	-20,-625
PMAA_083310	633	3	-267,-513	-479
PMAA_083640	2500	10	-222,-392,-449,-922,-1135,-2100	-1064,-1263,-2167,-2242
PMAA_016830	845	4	-105,-131,-142	-114
PMAA_049730	2500	8	-433,-1129,-2307	-340,-1088,-1373,-1668,-1995
PMAA_048060	1233	4	-712,-747,-1167,-1222	
PMAA_059170	1248	5	-198,-745,-1059	-149,-638
PMAA_078230	1158	1		-300
PMAA_092710	1097	6	-252,-258,-403,-445,-1019	-835
PMAA_006850	2500	5	-1064,-1871,-1967	-60,-2291
PMAA_068170	815	4	-358,-420	-124,-461
PMAA_010360	137	1		-45
PMAA_069190	831	2	-816	-101
PMAA_044570	390	1	-311	
PMAA_036280	1143	1		-68
PMAA_070250	1382	6	-56,-365,-1001	-471,-590,-1370
PMAA_102730	150	2	-113	-1
PMAA_062140	2500	9	-152,-675,-1392,-2173	-628,-1716,-2110,-2354,-2479
PMAA_101010	879	1	-686	
PMAA_062410	868	4	-86,-360,-683	-327
PMAA_048600	1834	7	-894,-1642,-1707	-156,-173,-313,-1467
PMAA_075970	417	3		-214,-304,-319
PMAA_033070	284	3	-230	-183,-214
PMAA_061140	210	1		-33
PMAA_100480	767	7	-323	-32,-119,-234,-406,-480,-579
PMAA_023870	1544	4	-1192,-1300	-310,-1450
PMAA_026930	2500	2	-136	-115
PMAA_070330	1005	3	-158,-170	-356
PMAA_060810	818	2	-19	-510
PMAA_008040	1067	3	-73,-896	-555
PMAA_060360	1894	8	-993,-1035,-1267,-1517,-1651	-25,-1541,-1875
PMAA_093100	2500	8	-602,-784,-1012,-1320,-1352,-1931,-2429	-695
PMAA_076950	1203	6	-84,-192,-258,-848,-899	-932
PMAA_052800	375	1	-78	
PMAA_037480	790	1		-26
PMAA_100660	578	2	-269	-82
PMAA_038280	1825	7	-93,-1198,-1419,-1742	-436,-1145,-1538
PMAA_038930	315	1	-232	
PMAA_012060	2500	8	-99,-1022,-1584,-1658,-1816,-2017	-1290,-2306
PMAA_023790	406	3	-120	-24,-338
PMAA_026330	579	2		-192,-374
PMAA_085010	2500	6	-1816,-1893	-292,-972,-1104,-1400
PMAA_043240	2500	4	-2034,-2221	-428,-1389
PMAA_093040	1033	5	-561,-573,-747	-547,-559
PMAA_098020	1002	3	-103,-904	-239
PMAA_081250	1462	9	-629,-984,-1169,-1318,-1400	-167,-880,-1167,-1360
PMAA_047000	1641	4	-879	-43,-54,-1418
PMAA_044000	726	3	-414	-134,-616
PMAA_015250	2500	12	-519,-597,-1267,-2095,-2135,-2386	-321,-343,-597,-682,-1678,-2252
PMAA_019720	211	1		-33
PMAA_087940	2098	6	-1603	-262,-373,-826,-1834,-2046
PMAA_072940	293	2		-45,-110
PMAA_036050	848	5	-66,-166,-274,-834	-627
PMAA_101270	2500	8	-578,-1913	-80,-1055,-1065,-1161,-1244,-1306
PMAA_048840	910	3	-43	0,-16
PMAA_007630	2500	14	-627,-661,-885,-1154,-1254,-1731,-2429,-2446	-474,-720,-1038,-1690,-2224,-2468
PMAA_012200	1378	4	-387,-885	-590,-815
PMAA_020630	665	3	-582	-438,-458
PMAA_011680	1626	9	-197,-689,-1404,-1555,-1565	-2,-853,-1347,-1405
PMAA_039880	1470	1	-67	
PMAA_007180	2500	7	-643,-804,-845	-13,-1203,-1963,-2007
PMAA_071310	365	1	-81	
PMAA_074140	1108	2		-1060,-1098
PMAA_063430	489	3		-215,-248,-443
PMAA_032700	448	1	-295	
PMAA_079120	849	3	-460,-812	-677
PMAA_001920	2348	5	-420,-1945,-1953	-84,-1784
PMAA_070800	610	3	-296,-421	-228
PMAA_001670	283	2	-265	-73
PMAA_033990	303	3	-86	-52,-84
PMAA_030160	731	6	-305,-339,-553,-695,-705	-536
PMAA_043650	225	1	-162	
PMAA_098680	342	2	-227	-28
PMAA_007450	1085	6	-759	-168,-354,-425,-707,-732
PMAA_034700	689	2		-376,-625
PMAA_088430	1954	5	-372,-1057,-1656	-966,-1265
PMAA_004270	1140	6	-407,-1082,-1117	-184,-754,-967
PMAA_052110	180	3	-25,-119	-170
PMAA_099370	445	6	-172	-241,-271,-285,-293,-302
PMAA_015590	1704	8	-241,-322,-407,-464,-859,-1545	-1109,-1275
PMAA_023310	215	2		-89,-114
PMAA_024660	1433	5	-44,-380,-816	-580,-718
PMAA_021580	2259	7	-952,-1031,-1585,-1775,-1825	-1604,-1756
PMAA_020960	2500	7	-545,-1244	-393,-1061,-1762,-2098,-2427
PMAA_094900	680	4	-65,-185,-200	-27
PMAA_020740	759	4		-24,-32,-453,-652
PMAA_004040	734	6	-116,-191,-407,-562	-356,-561
PMAA_098970	1192	5	-910,-939,-1091	-188,-450
PMAA_063040	559	3	-312,-485	-66
PMAA_053190	1951	8	-330,-357,-836,-957,-1061	-328,-358,-648
PMAA_013000	212	1		-104
PMAA_013550	1575	7	-788,-1392,-1432	-610,-712,-719,-1163
PMAA_028760	586	1	-97	
PMAA_079780	609	1	-374	
PMAA_057560	52	1	-41	
PMAA_095050	2265	5	-116,-400,-612,-1036	-943
PMAA_087060	1505	5	-359,-563	-682,-708,-1006
PMAA_095500	475	1	-75	
PMAA_099080	551	2	-329	-10
PMAA_072660	755	4	-310,-579	-109,-144
PMAA_051970	699	2		-242,-560
PMAA_046060	236	2	-165,-205	
PMAA_092080	288	1		-23
PMAA_053220	755	7	-250,-378,-544	-11,-363,-464,-472
PMAA_005170	54	1		-6
PMAA_056610	668	2		-391,-557
PMAA_000980	2437	13	-337,-1330,-2000,-2108,-2256,-2392	-141,-1036,-1080,-1493,-1801,-2276,-2316
PMAA_045440	147	2	-74	-47
PMAA_096970	149	1		-111
PMAA_042520	203	1	-38	
PMAA_076310	774	4		-74,-428,-434,-468
PMAA_042830	2500	5	-1714	-24,-439,-904,-1805
PMAA_099880	2500	11	-42,-1450,-1508,-1752,-2410	-6,-484,-807,-1086,-1668,-2452
PMAA_021560	529	3	-13,-185	-39
PMAA_057690	863	5	-85	-221,-442,-471,-824
PMAA_095550	2500	10	-1578,-1879,-2431	-688,-754,-1584,-1735,-1762,-2011,-2020
PMAA_030750	1966	5	-1582,-1619,-1642	-1444,-1784
PMAA_101420	366	1		-48
PMAA_079820	187	1	-157	
PMAA_084530	373	1	-265	
PMAA_058040	883	3	-132,-347,-493	
PMAA_009670	267	2	-10	-84
PMAA_102190	711	3	-282	-481,-530
PMAA_006910	1249	6	-143,-285,-357	-201,-492,-599
PMAA_027210	2500	8	-1255,-1970,-2139	-149,-759,-881,-948,-1912
PMAA_017380	1157	3	-69,-738	-233
PMAA_066880	269	1	-202	
PMAA_045650	2500	6	-1177	-276,-1078,-1632,-1647,-1896
PMAA_018800	268	4	-19	-3,-113,-133
PMAA_028120	2500	3	-1422,-1447	-1082
PMAA_067630	553	2	-471	-17
PMAA_015890	534	3	-426	-155,-494
PMAA_038700	861	4	-26,-164,-803	-731
PMAA_029680	975	3	-788	-529,-688
PMAA_030130	2247	10	-552,-768,-1190,-1621	-853,-1297,-1703,-1822,-1893,-2137
PMAA_031880	498	4	-219	-14,-105,-318
PMAA_063950	2500	12	-91,-140,-269,-962,-1485,-1803,-2016,-2032,-2283	-1936,-2171,-2189
PMAA_028880	787	5	-396,-535,-785	-30,-742
PMAA_084990	1354	2	-848	-496
PMAA_050750	1724	11	-154,-170,-295,-548,-722,-996	-510,-1020,-1495,-1517,-1532
PMAA_003980	1002	7	-138,-342,-367,-544,-809,-943	-752
PMAA_023100	108	1		-87
PMAA_047820	1369	2	-629	-584
PMAA_002130	486	2	-464	-317
PMAA_041090	1729	4	-280,-1337	-436,-988
PMAA_041900	222	2	-157	-212
PMAA_077040	2500	8	-135,-1114,-1360,-1374,-1561,-1984	-398,-1225
PMAA_059340	80	1		0
PMAA_051590	1711	5	-226,-365,-699	-453,-1200
PMAA_029970	458	2	-405	-16
PMAA_080500	570	1		-450
PMAA_073200	353	3	-232	-215,-235
PMAA_073750	1416	6	-316,-1064	-361,-398,-583,-1304
PMAA_080850	1924	10	-63,-603	-510,-557,-677,-763,-896,-991,-1023,-1510
PMAA_044290	1124	4	-130,-198	-945,-955
PMAA_055690	451	1	-438	
PMAA_049070	477	2		-65,-293
PMAA_011570	132	2	-89	-87
PMAA_002580	409	2	-37	-275
PMAA_058260	1353	3	-1044	-583,-955
PMAA_074960	596	5	-258,-565	-407,-414,-551
PMAA_032280	803	2		-300,-608
PMAA_054590	424	3		-284,-294,-387
PMAA_035940	384	1	-47	
PMAA_082570	626	3	-320	-108,-183
PMAA_061770	614	2	-329,-438	
PMAA_048470	387	1	-274	
PMAA_075520	2082	5	-1158,-1822	-730,-1391,-1945
PMAA_039070	453	4	-174,-253,-272	-436
PMAA_092540	174	2	-43,-158	
PMAA_004120	463	2		-35,-402
PMAA_069560	274	1		-40
PMAA_018110	224	1		-132
PMAA_011790	991	5	-16,-285,-538	-81,-352
PMAA_008180	146	1	-7	
PMAA_047070	400	1		-31
PMAA_062600	900	3	-617	-401,-409
PMAA_063600	535	4	-311	-45,-433,-502
PMAA_032060	801	4	-260,-572,-656,-685	
PMAA_052470	370	2	-156	-252
PMAA_077430	1729	4	-724	-1234,-1292,-1669
PMAA_075810	1024	1	-147	
PMAA_006210	410	2	-276	-127
PMAA_065460	167	2	-111	-47
PMAA_054610	651	1		-505
PMAA_061550	855	3	-776	-306,-617
PMAA_086040	1613	9	-381,-388,-402,-838,-1349	-19,-160,-711,-1471
PMAA_089060	727	1		-117
PMAA_068380	1464	5	-40,-485	-373,-1183,-1275
PMAA_022330	935	1		-239
PMAA_082900	1651	4	-96,-1157	-378,-425
PMAA_084570	431	2		-211,-396
PMAA_052610	2500	9	-136,-336,-477,-919,-1756,-2006	-1293,-1474,-2455
PMAA_048290	415	1	-188	
PMAA_097750	403	2	-324	-57
PMAA_075560	665	4	-316,-344,-638	-450
PMAA_092500	842	4	-257	-90,-107,-255
PMAA_021820	1223	5	-790	-250,-283,-474,-482
PMAA_069380	705	3	-367	-365,-604
PMAA_046520	1226	3	-962,-1140	-482
PMAA_017930	1199	6	-756,-866	-227,-414,-633,-823
PMAA_086590	380	2	-314	-30
PMAA_086260	1162	7	-92,-268,-295,-833	-328,-496,-566
PMAA_041510	1130	8	-680,-793,-1025	-197,-360,-368,-444,-1058
PMAA_041550	1019	3	-269	-19,-985
PMAA_008450	1025	6	-240,-321,-606,-628	-430,-956
PMAA_059790	398	1	-314	
PMAA_058510	948	3	-875	-10,-51
PMAA_044740	498	3	-364,-408,-445	
PMAA_088080	2500	8	-703,-1170,-1994,-2109,-2117	-978,-1094,-2174
PMAA_014910	732	3	-174,-266	-597
PMAA_022150	520	2	-439	-480
PMAA_047210	367	1		-338
PMAA_084680	2500	8	-602,-911,-1535,-1557,-1955,-2296	-1684,-1848
PMAA_066320	781	2	-69	-258
PMAA_016220	1852	3	-1626	-838,-1658
PMAA_062950	2500	13	-303,-419,-475,-811,-850,-931,-1816,-2238	-509,-971,-1485,-1543,-2007
PMAA_019570	2500	8	-590,-2092	-166,-223,-497,-1002,-1435,-1917
PMAA_046290	1810	6	-429,-626,-740,-901	-656,-1622
PMAA_033620	208	1		-154
PMAA_091970	1540	4	-55	-442,-497,-1281
PMAA_064730	2500	7	-644,-1992,-2038	-215,-1087,-1157,-1493
PMAA_022560	1202	3	-418	-667,-1062
PMAA_016960	603	2	-163	-67
PMAA_034930	1224	4	-1098,-1190	-521,-722
PMAA_008980	1022	1	-627	
PMAA_060600	870	2	-762	-732
PMAA_008230	1689	5		-205,-427,-722,-1289,-1322
PMAA_079660	1180	6	-364,-1061	-229,-488,-536,-1068
PMAA_058250	785	1		-52
PMAA_021350	336	1	-35	
PMAA_075170	437	1		-414
PMAA_067380	698	7	-215,-493	-60,-92,-179,-580,-595
PMAA_064650	1328	2	-110,-705	
PMAA_100120	1042	4		-207,-581,-853,-866
PMAA_023430	2054	7	-749	-75,-1191,-1630,-1689,-1793,-1937
PMAA_089930	454	2	-198	-196
PMAA_075230	1420	6	-81,-266,-392,-1167	-1322,-1338
PMAA_093900	1003	5	-726,-905	-412,-509,-958
PMAA_098760	969	2	-845	-616
PMAA_094590	265	2	-16	-27
PMAA_050960	1249	3	-230	-898,-1048
PMAA_099410	661	2	-310	-53
PMAA_099140	417	4	-31,-239	-53,-377
PMAA_017330	484	2		-136,-274
PMAA_021680	255	1	-157	
PMAA_021170	536	2		-23,-494
PMAA_040840	2187	8	-1990	-78,-174,-210,-487,-1142,-1634,-1955
PMAA_038130	2092	6	-420,-463,-592	-848,-897,-1324
PMAA_085810	658	1		-394
PMAA_085760	264	1		-55
PMAA_100790	2500	13	-851,-896,-908,-1584,-2083,-2141,-2461	-3,-216,-1319,-1494,-1608,-1737
PMAA_012540	573	2	-468	-446
PMAA_034140	759	3	-228,-485	-495
PMAA_020880	1862	3	-88,-654,-1629	
PMAA_028160	1263	8		-171,-240,-477,-484,-491,-498,-505,-586
PMAA_056570	1855	8	-112,-551,-599,-1273,-1479	-876,-1185,-1430
PMAA_074560	768	6	-51,-218,-482,-546	-152,-344
PMAA_003170	683	1	-559	
PMAA_078030	676	4	-520,-554,-616	-532
PMAA_057220	436	3	-407	-344,-424
PMAA_040590	1178	9	-517,-526,-568,-1036,-1044	-567,-752,-979,-1045
PMAA_001440	2432	9	-597,-1595,-2186,-2379	-144,-1160,-1625,-1951,-2198
PMAA_037500	467	1		-92
PMAA_059010	359	2	-265,-309	
PMAA_073920	439	3	-91,-261	-114
PMAA_066470	270	1		-160
PMAA_073430	244	1	-89	
PMAA_063380	225	5	-70,-77,-91,-225	-49
PMAA_009800	485	4	-458	-113,-336,-403
PMAA_043820	229	3	-76,-173	-153
PMAA_033370	353	1		-138
PMAA_046130	402	2	-280	-52
PMAA_072340	504	5	-454,-466	-124,-142,-337
PMAA_069260	1924	9	-252,-410,-1103,-1859	-437,-445,-1166,-1589,-1802
PMAA_066710	659	1		-507
PMAA_045560	732	1	-244	
PMAA_020550	1805	6	-18,-780,-825,-836,-1381	-936
PMAA_073690	2337	7	-1276,-1771,-1975	-858,-1222,-1327,-1703
PMAA_020220	510	1		-254
PMAA_039660	881	3	-522,-568	-804
PMAA_017270	2500	10	-357,-674,-1081,-1474,-2019	-579,-712,-1676,-1871,-2095
PMAA_031410	1266	6	-214,-286,-687,-851,-1194	-240
PMAA_086860	2140	10	-575,-1172,-1711,-1954	-646,-727,-1112,-1223,-1794,-2123
PMAA_096500	1621	3	-100	-583,-662
PMAA_058750	227	1	-52	
PMAA_037840	1327	2	-313,-1101	
PMAA_090760	1741	4	-703,-1005	-487,-978
PMAA_095310	1083	1		-430
PMAA_027680	2500	11	-85,-248,-744,-2412	-25,-62,-648,-1280,-1392,-1643,-2084
PMAA_090830	640	1	-459	
PMAA_059480	603	5	-99,-151,-347	-79,-398
PMAA_091410	2500	12	-1791,-2172,-2458	-264,-346,-385,-439,-745,-797,-1084,-2346,-2357
PMAA_035570	1215	2	-386,-1054	
PMAA_005910	166	1		-1
PMAA_028410	998	6	-643,-655,-751,-934	-45,-432
PMAA_014670	661	3	-624	-104,-337
PMAA_034510	624	1		-87
PMAA_005720	1028	7	-228,-262,-277,-566,-751	-53,-78
PMAA_058280	673	8	-30,-72,-315,-535	-248,-367,-533,-590
PMAA_041530	2500	6	-1141,-1190,-1711	-820,-1631,-1969
PMAA_049240	1838	9	-148,-299,-448,-1098,-1664,-1675	-310,-1167,-1708
PMAA_092940	420	1	-350	
PMAA_058570	2500	6	-236,-899,-1713	-481,-610,-1139
PMAA_049710	553	3	-71,-373	-148
PMAA_016810	891	5	-21,-30,-307	-277,-608
PMAA_048040	659	1	-633	
PMAA_048590	2500	6	-693,-774,-897,-1215,-1766,-2464	
PMAA_035430	271	1	-179	
PMAA_002970	995	4	-154,-383	-174,-957
PMAA_069170	665	1	-405	
PMAA_010300	1345	2	-1085	-210
PMAA_009110	580	4	-525	-465,-527,-558
PMAA_070270	1431	8	-25,-79,-489	-84,-95,-301,-487,-863
PMAA_062160	1062	7	-577	-501,-519,-622,-650,-769,-811
PMAA_025410	2087	6	-586,-777,-1765	-1165,-1679,-1988
PMAA_100460	709	5	-11,-272,-607	-292,-306
PMAA_075990	733	4	-82,-351,-600,-681	
PMAA_061120	2500	8	-2162,-2372	-30,-613,-1201,-1288,-1664,-2397
PMAA_033010	572	3	-129,-398	-469
PMAA_069710	142	1	-89	
PMAA_067570	1410	5	-330,-685,-853	-392,-1329
PMAA_036000	2500	8	-27,-1080,-1170,-1202,-2328,-2477	-1558,-1583
PMAA_060830	1676	12	-154,-281,-475,-1135,-1595	-256,-522,-686,-943,-1161,-1363,-1619
PMAA_093120	82	2	-49	-55
PMAA_059150	911	3	-567	-605,-843
PMAA_087050	1505	5	-499,-797,-823	-942,-1146
PMAA_052860	501	2	-497	-22
PMAA_100600	708	3	-206,-647	-41
PMAA_086670	2500	6	-1305	-116,-639,-1999,-2167,-2174
PMAA_024230	516	5	-22,-303,-513	-350,-413
PMAA_026640	618	4	-223,-286	-242,-256
PMAA_055480	481	5	-10,-247	-111,-303,-468
PMAA_018560	1396	5	-381,-1346	-1009,-1219,-1352
PMAA_093020	1956	4	-1762,-1780	-606,-654
PMAA_081900	119	1	-65	
PMAA_023040	938	1		-838
PMAA_047020	811	6	-76,-201,-302	-164,-216,-591
PMAA_032490	2500	12	-122,-221,-690,-1331,-1447,-1735,-2111,-2468	-938,-1419,-1591,-1696
PMAA_077840	1135	1	-929	
PMAA_019740	178	1		-147
PMAA_077590	1213	2	-753	-1151
PMAA_015410	2500	8	-1518,-1874,-1886	-39,-330,-2112,-2387,-2440
PMAA_012950	515	3	-127,-167	-316
PMAA_025630	390	2	-45,-112	
PMAA_045770	436	4	-143	-39,-197,-284
PMAA_051150	1224	4	-520,-1064	-85,-428
PMAA_014470	437	3		-9,-69,-104
PMAA_094690	374	1	-54	
PMAA_007610	2500	8	-301,-660,-1186,-1222	-160,-665,-2313,-2485
PMAA_084710	446	3	-95	-204,-322
