Gene	5 prime intergenic length	Motif occurences
PMAA_051950	1205	6
PMAA_072640	226	1
PMAA_091570	1029	2
PMAA_057500	712	3
PMAA_075690	790	1
PMAA_002470	650	2
PMAA_009470	962	2
PMAA_071730	2549	10
PMAA_005110	618	4
PMAA_003460	532	1
PMAA_079500	264	4
PMAA_042500	1191	5
PMAA_079850	1133	4
PMAA_040200	232	1
PMAA_022520	2020	9
PMAA_029360	750	3
PMAA_038090	5158	15
PMAA_075340	1210	5
PMAA_101400	541	2
PMAA_101150	1818	13
PMAA_009430	1274	3
PMAA_069920	1716	4
PMAA_102170	857	6
PMAA_053140	900	3
PMAA_031060	521	1
PMAA_070480	682	1
PMAA_027230	1043	1
PMAA_018820	2276	4
PMAA_067650	439	2
PMAA_053410	1247	5
PMAA_016630	1272	2
PMAA_054850	516	1
PMAA_015650	1196	9
PMAA_035380	180	2
PMAA_091310	2505	8
PMAA_085590	5068	27
PMAA_073590	893	2
PMAA_044530	1062	4
PMAA_102710	475	1
PMAA_055100	527	2
PMAA_084970	593	3
PMAA_082400	1265	8
PMAA_058140	800	1
PMAA_050770	937	4
PMAA_059810	159	2
PMAA_047840	289	3
PMAA_077060	904	7
PMAA_029950	690	3
PMAA_034120	1217	2
PMAA_080520	416	3
PMAA_076050	609	2
PMAA_041820	446	4
PMAA_010170	499	2
PMAA_073770	1846	10
PMAA_018350	872	6
PMAA_011220	784	4
PMAA_055810	116	1
PMAA_062590	195	2
PMAA_049050	843	3
PMAA_055800	199	1
PMAA_032260	1163	5
PMAA_040620	753	4
PMAA_004390	816	2
PMAA_074900	3049	9
PMAA_041750	2479	7
PMAA_016640	317	1
PMAA_035960	573	3
PMAA_048450	297	3
PMAA_023650	1174	4
PMAA_061710	920	2
PMAA_006280	238	5
PMAA_069540	1529	6
PMAA_039050	666	2
PMAA_025890	1597	3
PMAA_063970	488	2
PMAA_068630	1740	5
PMAA_011850	320	2
PMAA_018170	459	1
PMAA_037030	4448	16
PMAA_062620	1475	5
PMAA_065480	1271	6
PMAA_075210	479	2
PMAA_002440	391	2
PMAA_032000	161	2
PMAA_052450	513	3
PMAA_016140	1511	9
PMAA_077450	1108	4
PMAA_019880	184	1
PMAA_066290	555	7
PMAA_100850	1005	3
PMAA_010790	532	3
PMAA_068130	296	1
PMAA_086060	765	7
PMAA_089040	2951	8
PMAA_022990	1024	3
PMAA_081590	4628	14
PMAA_084510	184	1
PMAA_042340	1032	8
PMAA_082960	4447	14
PMAA_049410	1134	5
PMAA_002700	249	3
PMAA_097000	845	5
PMAA_086240	7454	31
PMAA_064280	788	3
PMAA_069230	630	2
PMAA_004530	1256	5
PMAA_074730	904	5
PMAA_018680	194	2
PMAA_076850	1326	3
PMAA_060990	547	2
PMAA_047270	364	1
PMAA_019550	926	9
PMAA_019220	2446	6
PMAA_016240	838	1
PMAA_062970	3399	12
PMAA_033600	870	5
PMAA_038870	5202	24
PMAA_026780	5601	15
PMAA_070100	1576	5
PMAA_064750	2408	7
PMAA_032520	136	1
PMAA_091950	277	3
PMAA_037080	208	1
PMAA_060190	5523	15
PMAA_007280	1504	7
PMAA_060660	488	4
PMAA_034950	1652	4
PMAA_021370	678	2
PMAA_024780	234	3
PMAA_100140	453	2
PMAA_059130	1116	4
PMAA_064630	658	1
PMAA_085600	5068	27
PMAA_041640	1602	3
PMAA_093920	1281	1
PMAA_047560	675	2
PMAA_081730	1970	7
PMAA_022170	419	3
PMAA_050940	2767	12
PMAA_081040	543	1
PMAA_025780	626	4
PMAA_061970	3219	14
PMAA_099120	941	7
PMAA_077270	1594	5
PMAA_003650	665	3
PMAA_006120	970	6
PMAA_012560	559	3
PMAA_006860	803	3
PMAA_085740	1854	8
PMAA_027320	2422	13
PMAA_094060	445	2
PMAA_061500	1106	1
PMAA_071500	2046	12
PMAA_003150	778	2
PMAA_013960	805	6
PMAA_001130	1394	1
PMAA_001420	1176	9
PMAA_075310	378	4
PMAA_017300	483	3
PMAA_066900	538	2
PMAA_073900	799	1
PMAA_066450	3126	15
PMAA_063360	824	2
PMAA_088600	1292	5
PMAA_009860	3498	18
PMAA_005530	582	5
PMAA_099430	2781	11
PMAA_030070	786	1
PMAA_035770	219	2
PMAA_020200	594	3
PMAA_075390	2642	15
PMAA_102540	970	5
PMAA_096830	5785	14
PMAA_068990	1573	2
PMAA_013210	2002	8
PMAA_037860	1095	4
PMAA_031470	199	3
PMAA_033210	707	4
PMAA_090780	2829	10
PMAA_057710	1235	5
PMAA_036560	2406	7
PMAA_095330	808	6
PMAA_057240	1000	5
PMAA_091430	977	2
PMAA_035590	1109	2
PMAA_064240	1496	3
PMAA_080950	431	2
PMAA_028060	479	3
PMAA_010540	1360	4
PMAA_010090	2207	9
PMAA_009280	103	1
PMAA_005700	668	1
PMAA_028430	558	3
PMAA_005250	465	1
PMAA_026370	1316	9
PMAA_096780	666	4
PMAA_049260	287	3
PMAA_083350	2732	11
PMAA_062360	7114	41
PMAA_095130	628	1
PMAA_016870	923	5
PMAA_072360	895	2
PMAA_041390	1937	6
PMAA_051380	293	2
PMAA_002950	449	1
PMAA_078900	1289	8
PMAA_010320	375	1
PMAA_069150	364	1
PMAA_010890	631	3
PMAA_009130	520	5
PMAA_102810	1759	8
PMAA_069480	1908	9
PMAA_017350	730	1
PMAA_031290	657	3
PMAA_052330	3618	10
PMAA_076620	295	4
PMAA_093490	2734	10
PMAA_099450	604	1
PMAA_057860	518	4
PMAA_037730	1010	2
PMAA_032920	1462	2
PMAA_062100	228	1
PMAA_029260	1161	1
PMAA_087290	565	2
PMAA_033030	928	5
PMAA_089380	916	4
PMAA_069730	389	1
PMAA_055420	1331	7
PMAA_036020	861	2
PMAA_055710	360	2
PMAA_049890	443	6
PMAA_083970	2474	7
PMAA_076990	426	1
PMAA_060850	1572	6
PMAA_054050	1463	4
PMAA_093140	3994	17
PMAA_004070	689	6
PMAA_082000	2048	4
PMAA_052840	1303	1
PMAA_059600	525	2
PMAA_048020	657	10
PMAA_086650	8112	23
PMAA_091890	287	1
PMAA_011050	1830	6
PMAA_068280	1449	3
PMAA_043200	124	1
PMAA_081920	274	1
PMAA_006000	404	2
PMAA_025570	168	3
PMAA_065340	850	4
PMAA_047040	426	2
PMAA_037190	1875	4
PMAA_015210	598	2
PMAA_016490	279	4
PMAA_019940	178	3
PMAA_077860	561	2
PMAA_019760	203	1
PMAA_061100	965	5
PMAA_100440	968	5
PMAA_061450	1010	7
PMAA_023260	425	1
PMAA_012970	1963	2
PMAA_012790	600	6
PMAA_024150	719	1
PMAA_060270	609	4
PMAA_007670	541	3
PMAA_005090	937	2
PMAA_068460	338	1
PMAA_088380	911	4
PMAA_074100	4845	20
PMAA_087400	207	3
PMAA_015470	751	3
PMAA_032740	2926	11
PMAA_001960	2855	10
PMAA_082690	585	2
PMAA_045310	3025	6
PMAA_033290	3589	8
PMAA_100620	750	1
PMAA_007490	841	5
PMAA_034740	346	1
PMAA_037070	227	1
PMAA_014510	366	1
PMAA_039590	832	1
PMAA_025310	126	2
PMAA_088160	599	1
PMAA_013770	811	3
PMAA_023380	340	1
PMAA_065730	197	2
PMAA_099330	1136	1
PMAA_052150	567	7
PMAA_031450	400	1
PMAA_090200	936	1
PMAA_042150	586	7
PMAA_097270	875	4
PMAA_046310	4407	18
PMAA_036250	900	3
PMAA_014940	1001	2
PMAA_056920	276	1
PMAA_098420	1225	2
PMAA_056430	307	2
PMAA_020920	582	2
PMAA_095240	1113	8
PMAA_088570	485	4
PMAA_013510	906	2
PMAA_067260	467	6
PMAA_029020	1171	4
PMAA_050540	635	1
PMAA_072620	5513	7
PMAA_072990	288	2
PMAA_001630	228	1
PMAA_058860	2320	8
PMAA_055580	629	3
PMAA_000940	3074	12
PMAA_009450	416	2
PMAA_005130	610	2
PMAA_056650	523	2
PMAA_071710	717	3
PMAA_079520	1237	8
PMAA_099590	970	11
PMAA_075060	936	9
PMAA_072190	349	3
PMAA_021520	597	2
PMAA_069900	164	1
PMAA_030240	2095	7
PMAA_043120	727	1
PMAA_091150	2440	9
PMAA_030710	3020	10
PMAA_102480	1332	3
PMAA_031040	2003	9
PMAA_029340	1700	5
PMAA_027250	180	1
PMAA_067670	1491	2
PMAA_057380	1107	2
PMAA_015730	3863	11
PMAA_027010	988	5
PMAA_001090	1155	2
PMAA_101280	2482	10
PMAA_080090	1921	7
PMAA_073570	576	2
PMAA_054870	329	2
PMAA_037400	363	3
PMAA_092470	639	3
PMAA_003950	1259	3
PMAA_093790	666	4
PMAA_003780	464	1
PMAA_050710	1747	1
PMAA_003940	1259	3
PMAA_059830	624	1
PMAA_006360	707	3
PMAA_047860	1224	3
PMAA_045030	509	1
PMAA_077000	2772	15
PMAA_080890	1070	4
PMAA_003560	1430	2
PMAA_010150	708	1
PMAA_073710	853	4
PMAA_063190	973	2
PMAA_009630	1268	3
PMAA_102150	2351	10
PMAA_036380	421	3
PMAA_049520	175	2
PMAA_049030	1160	4
PMAA_074920	374	2
PMAA_032240	538	1
PMAA_004910	239	2
PMAA_074290	576	1
PMAA_065130	910	4
PMAA_004230	424	1
PMAA_101820	1509	2
PMAA_082490	796	3
PMAA_056520	261	1
PMAA_066100	928	8
PMAA_035900	406	1
PMAA_015940	3119	11
PMAA_061730	1247	5
PMAA_054380	806	3
PMAA_092150	796	1
PMAA_063990	2118	4
PMAA_028840	2101	8
PMAA_039030	429	1
PMAA_041920	713	3
PMAA_096640	474	3
PMAA_082710	238	2
PMAA_028590	989	1
PMAA_096310	757	4
PMAA_060550	6119	21
PMAA_017500	260	1
PMAA_013910	258	3
PMAA_016750	2453	7
PMAA_062640	2553	6
PMAA_037050	2268	8
PMAA_032020	822	2
PMAA_052430	603	7
PMAA_077470	226	1
PMAA_061590	921	5
PMAA_051440	612	2
PMAA_100910	1159	7
PMAA_078590	377	1
PMAA_083370	444	1
PMAA_089710	240	1
PMAA_086000	476	2
PMAA_044250	1751	5
PMAA_083010	1049	4
PMAA_055380	328	2
PMAA_055830	693	5
PMAA_052380	1911	10
PMAA_047780	201	1
PMAA_087710	1041	6
PMAA_082940	1268	6
PMAA_007940	5030	23
PMAA_078730	3869	12
PMAA_033190	505	2
PMAA_078040	1992	5
PMAA_097060	382	2
PMAA_087020	935	4
PMAA_085460	2011	1
PMAA_044780	225	2
PMAA_012830	621	1
PMAA_008140	716	2
PMAA_014350	202	1
PMAA_060460	140	2
PMAA_008410	2646	6
PMAA_068610	1211	3
PMAA_076870	9953	41
PMAA_018150	1592	6
PMAA_075100	1144	2
PMAA_042090	138	1
PMAA_019200	328	1
PMAA_016260	1262	2
PMAA_062910	917	1
PMAA_064770	1353	7
PMAA_046780	692	8
PMAA_038850	629	3
PMAA_063730	927	6
PMAA_070120	781	5
PMAA_091930	593	1
PMAA_055520	344	1
PMAA_060640	275	1
PMAA_034070	404	1
PMAA_022870	791	1
PMAA_034970	1236	3
PMAA_074450	2632	9
PMAA_022370	383	1
PMAA_097680	275	2
PMAA_021310	1016	2
PMAA_087840	503	2
PMAA_040020	2068	7
PMAA_064610	444	2
PMAA_026500	731	1
PMAA_036820	921	4
PMAA_089970	844	7
PMAA_085620	914	2
PMAA_034000	285	3
PMAA_003620	853	4
PMAA_043410	302	2
PMAA_094260	3943	22
PMAA_022190	354	1
PMAA_050920	612	3
PMAA_047250	952	3
PMAA_015000	3271	12
PMAA_040800	835	2
PMAA_046120	402	2
PMAA_074280	576	1
PMAA_012580	354	2
PMAA_004450	2108	8
PMAA_041320	713	7
PMAA_085720	1016	3
PMAA_094080	1020	2
PMAA_036220	624	4
PMAA_041780	566	1
PMAA_063200	740	2
PMAA_006090	1774	7
PMAA_071520	1210	9
PMAA_088590	1292	5
PMAA_003670	644	1
PMAA_013980	420	3
PMAA_065690	576	1
PMAA_001150	442	1
PMAA_001400	1669	6
PMAA_066920	379	1
PMAA_020040	1779	4
PMAA_025270	681	3
PMAA_035930	2479	9
PMAA_094880	1111	3
PMAA_098850	1226	4
PMAA_073960	445	1
PMAA_005890	497	3
PMAA_063340	2720	10
PMAA_009840	3164	8
PMAA_088620	217	1
PMAA_100900	1038	5
PMAA_075330	1141	1
PMAA_065960	622	3
PMAA_083380	346	1
PMAA_095680	460	2
PMAA_099100	266	1
PMAA_101610	877	3
PMAA_035750	1184	3
PMAA_101340	692	1
PMAA_030500	380	2
PMAA_030050	439	1
PMAA_039620	982	7
PMAA_092300	1111	8
PMAA_020260	723	3
PMAA_053360	573	2
PMAA_086820	2293	16
PMAA_085220	1127	4
PMAA_013230	618	1
PMAA_037880	237	1
PMAA_096810	1258	6
PMAA_001220	405	2
PMAA_079950	350	2
PMAA_058710	869	2
PMAA_084090	2937	13
PMAA_057260	514	1
PMAA_042950	2068	3
PMAA_002070	1818	2
PMAA_002260	1315	4
PMAA_051630	1201	5
PMAA_091450	533	4
PMAA_054460	3267	11
PMAA_073380	1280	3
PMAA_080970	369	2
PMAA_070720	208	1
PMAA_067440	640	5
PMAA_028450	190	3
PMAA_005270	462	2
PMAA_014630	1021	3
PMAA_024440	3169	5
PMAA_084890	195	2
PMAA_003250	2163	5
PMAA_016850	695	2
PMAA_062340	691	2
PMAA_049200	2582	7
PMAA_047430	5880	15
PMAA_078920	1531	7
PMAA_063830	759	1
PMAA_069130	571	1
PMAA_031900	467	3
PMAA_014180	992	4
PMAA_036590	2909	3
PMAA_009150	276	1
PMAA_102830	732	6
PMAA_076600	1353	11
PMAA_038160	1297	3
PMAA_027060	745	2
PMAA_028040	554	1
PMAA_057840	527	4
PMAA_062120	1839	14
PMAA_038530	1989	5
PMAA_059440	572	1
PMAA_032900	1263	6
PMAA_029850	447	3
PMAA_059990	2178	10
PMAA_022930	907	5
